,mode,precision,recall,f1,accuracy
0,dict,0.7692880032549152,0.699353758850013,0.7323308571847422,0.7569382851233385
1,dict,0.72196436732673,0.618286297360436,0.6657395150262919,0.7051088400198722
2,dict,0.5059158451701281,0.8543196118972816,0.6352129268426029,0.5316725978647687
3,dict,0.6568145435404601,0.7038599930184475,0.6792239901031527,0.6831807443907089
